"artist","name","song","person","sentence","year","highestRank"
"Anita Baker","Baby","Talk To Me",TRUE,"Baby, baby, baby, baby","1990","44"
"Anita Baker","Baby","You're My Everything",TRUE,"Baby, baby, baby, oh yes!","2004","74"
"Anna Nalick","May","Breathe (2 A.M.)",FALSE,"In May he turned 21 on the base at Fort Bliss","2005","56"
"Anne Murray","Bryant","A Little Good News",TRUE,"Bryant Gumbel was talkin' 'bout the fighting in Lebanon","1983","74"
"Anne Murray","Jean","Daydream Believer",TRUE,"Cheer up sleepy Jean","1979","12"
"Anne Murray","Baby","I Just Fall In Love Again",TRUE,"Baby, you take me in your arms","1979","12"
"Anne Murray","Heaven","I Just Fall In Love Again",FALSE,"Heaven is that moment when I look into your eyes.","1979","12"
"Another Bad Creation","Chris","Iesha",TRUE,"Chris, Mark, Red, Da,","1991","9"
"Another Bad Creation","Dallas","Iesha",TRUE,"Yo Dallas man these five young boys out of Atlanta GA are a real adventure","1991","9"
"Another Bad Creation","Iesha","Iesha",TRUE,"Iesha, Iesha so glad to meetcha","1991","9"
"Another Bad Creation","Mark","Iesha",TRUE,"Chris, Mark, Red, Da,","1991","9"
"Anthony Hamilton","Charlene","Charlene",TRUE,"Come on home to me Charlene","2004","19"
"April Wine","Baby","Enough Is Enough",TRUE,"Baby, you're my girl, and enough is enough","1982","50"
"Aqua","Ken","Barbie Girl",TRUE,"Hi Ken!","1997","7"
"Arcadia","Judy","Election Day",TRUE,"How d'you fit in with this flim, flam and Judy","1985","6"
"Aretha Franklin","Baby","(Sweet Sweet Baby) Since You've Been Gone",TRUE,"Baby, since you've been gone","1968","5"
"Aretha Franklin","Baby","A Rose Is Still A Rose",TRUE,"Baby, girl, you're still a flower","1998","26"
"Aretha Franklin","Baby","Baby I Love You",TRUE,"Baby I love you","1967","4"
"Aretha Franklin","Eleanor","Eleanor Rigby",TRUE,"I'm Eleanor Rigby, I picked up the rice","1969","17"
"Aretha Franklin","Brooklyn","Get It Right",FALSE,"To the junction out in Brooklyn","1983","61"
"Aretha Franklin","Eloise","Get It Right",TRUE,"My Auntie Eloise say stay on your Q's and P's","1983","61"
"Aretha Franklin","Luther","Get It Right",TRUE,"A little risky for a Luther joint","1983","61"
"Aretha Franklin","Aretha","I'm In Love",TRUE,"Aretha, come by when you can","1974","19"
"Aretha Franklin","Carolyn","I'm In Love",TRUE,"It was my sister, Carolyn, sayin","1974","19"
"Aretha Franklin","Baby","I Never Loved A Man (The Way I Love You)",TRUE,"Baby, you know that I'm the best thing","1967","9"
"Aretha Franklin","Jimmy Lee","Jimmy Lee",TRUE,"Jimmy Lee, oh, he was so fine","1986","28"
"Aretha Franklin","Jimmy","Jimmy Lee",TRUE,"Jimmy, Jimmy Lee","1986","28"
"Aretha Franklin","Kelly","Jump",TRUE,"Now Kelly","1976","72"
"Aretha Franklin","Kelly","Jump To It",TRUE,"Now Kelly","1982","24"
"Aretha Franklin","Baby","Respect",TRUE,"Baby","1967","1"
"Aretha Franklin","Dixie","Rock-A-Bye Your Baby With A Dixie Melody",FALSE,"Croon a tune from the heart of Dixie","1961","37"
"Aretha Franklin","Joe","Rock-A-Bye Your Baby With A Dixie Melody",TRUE,"Hey little Joe, just as though","1961","37"
"Aretha Franklin","Mason","Rock-A-Bye Your Baby With A Dixie Melody",FALSE,"Right on that Mason Dixon line","1961","37"
"Aretha Franklin","Virginia","Rock-A-Bye Your Baby With A Dixie Melody",FALSE,"And swing it from Virginia","1961","37"
"Aretha Franklin","Jack","The House That Jack Built",TRUE,"This is the house that Jack built, y'all","1968","6"
"Aretha Franklin","Carmen","The Weight",TRUE,"When I saw Carmen and the Devil walking side by side","1969","19"
"Aretha Franklin","Fanny","The Weight",TRUE,"Take a load off Fanny, take the load for free","1969","19"
"Aretha Franklin","Anna Lee","The Weight",TRUE,"Well Luke my friend what about Anna Lee","1969","19"
"Aretha Franklin","Luke","The Weight",TRUE,"It's just old Luke waiting, waiting on the judgement day","1969","19"
"Aretha Franklin","Moses","The Weight",TRUE,"Go down Moses there's nothing you can say","1969","19"
"Aretha Franklin","Baby","You Send Me",TRUE,"Baby, you, you thrill me","1968","56"
"Ariana Grande","Baby","Baby I",TRUE,"Baby I got love for thee","2013","21"
"Ariana Grande","Baby","Be Alright",TRUE,"Baby, don't you know","2016","43"
"Ariana Grande","Baby","One Last Time",TRUE,"Baby I don't care if you got her in your heart","2015","13"
"Ariana Grande & The Weeknd","Baby","Love Me Harder",TRUE,"Baby, in that moment, you'll know this","2014","7"
"Ariana Grande Featuring Future","Baby","Everyday",TRUE,"Baby like it was the late 80s","2017","55"
"Ariana Grande Featuring Lil Wayne","Ariana","Let Me Love You",TRUE,"Okay, Ariana my lil' mama, goodbye to the good girl","2016","99"
"Ariana Grande Featuring Lil Wayne","Wayne","Let Me Love You",TRUE,"My name change from Lil Wayne to Ooh Wayne","2016","99"
"Ariana Grande Featuring Mac Miller","Baby","The Way",TRUE,"Baby, I love the way","2013","9"
"Ariana Grande Featuring Mac Miller","Bruce","The Way",TRUE,"American Beauty or Bruce Almighty that's groovy,","2013","9"
"Ariana Grande Featuring Nicki Minaj","Ariana","Side To Side",TRUE,"I'm the queen of rap, young Ariana run pop","2016","4"
"Ariana Grande Featuring Nicki Minaj","Baby","Side To Side",TRUE,"Baby what's it gonna hurt if they don't know?","2016","4"
"Ariana Grande Featuring Nicki Minaj","Nicki","Side To Side",TRUE,"Body smoking, so they call me young Nicki chimney","2016","4"
"Ariana Grande Featuring Nicki Minaj","Stephanie","Side To Side",TRUE,"Curry with the shot, just tell 'em to call me Stephanie","2016","4"
"Ariana Grande Featuring Nicki Minaj","Tiffany","Side To Side",TRUE,"Kissing me, copped the blue box that say Tiffany","2016","4"
"Arianna Featuring Pitbull","America","Sexy People (The Fiat Song)",FALSE,"Cuban America don't let me fool ya","2013","97"
"Art Garfunkel","London","A Heart In New York",FALSE,"New York, to that tall skyline I come, flyin' in from London to your door","1981","66"
"Arthur Conley","Georgia","Funky Street",FALSE,"From Atlanta Georgia, goin' on down to the border","1968","14"
"Arthur Conley","Dave","Sweet Soul Music",TRUE,"Spotlight on Sam and Dave now","1967","2"
"Arthur Conley","James","Sweet Soul Music",TRUE,"Spotlight on James Brown now","1967","2"
"Arthur Conley","Lou","Sweet Soul Music",TRUE,"Spotlight on Lou Rawls y'all","1967","2"
"Arthur Conley","Otis","Sweet Soul Music",TRUE,"Spotlight on Otis Redding now","1967","2"
"Arthur Conley","Sally","Sweet Soul Music",TRUE,"Singin Mustang Sally","1967","2"
"Arthur Conley","Sam","Sweet Soul Music",TRUE,"Spotlight on Sam and Dave now","1967","2"
"Arthur Conley","Wilson","Sweet Soul Music",TRUE,"Spotlight on Wilson Pickett","1967","2"
"Ashanti","Baby","Foolish",TRUE,"Baby I don't know why ya treat me so bad","2002","1"
"Ashanti","Ashanti","Happy",TRUE,"Miss Ashanti","2002","8"
"Ashanti","Baby","Rain On Me",TRUE,"Baby, just rain on me","2003","7"
"Ashanti","Ashanti","Rock Wit U (Awww Baby)",TRUE,"Ashanti, chapter two, let's rock it","2003","2"
"Asher Roth","Ike","G.R.I.N.D. (Get Ready It's A New Day)",TRUE,"But this ain't about Jesus, no way, no Abe, no Ike, Moses or Mohammed","2010","79"
"Asher Roth","Jesus","G.R.I.N.D. (Get Ready It's A New Day)",TRUE,"But this ain't about Jesus, no way, no Abe, no Ike, Moses or Mohammed","2010","79"
"Asher Roth","Mohammed","G.R.I.N.D. (Get Ready It's A New Day)",TRUE,"But this ain't about Jesus, no way, no Abe, no Ike, Moses or Mohammed","2010","79"
"Asher Roth","Moses","G.R.I.N.D. (Get Ready It's A New Day)",TRUE,"But this ain't about Jesus, no way, no Abe, no Ike, Moses or Mohammed","2010","79"
"Asher Roth","Allen","I Love College",TRUE,"Allen Iverson Hakeem Olajuwon","2009","12"
"Asher Roth","Ashley","Lark On My Go-Kart",TRUE,"Chilling with an Ashley","2009","95"
"Asher Roth","Bob","Lark On My Go-Kart",TRUE,"Kinda like the blond Bob Sagget","2009","95"
"Asher Roth","Mario","Lark On My Go-Kart",TRUE,"Mario Kart skills are outrageous","2009","95"
"Asher Roth","Teddy","Lark On My Go-Kart",TRUE,"Me and Teddy Rockspins stirring up a ruckus","2009","95"
"Asher Roth","Tim","Lark On My Go-Kart",TRUE,"Any Tim Duncan","2009","95"
"Ashley Tisdale","Ashley","Be Good To Me",TRUE,"Jazz up your world, Miss Ashley Tisdale!","2007","80"
"Ashley Tisdale","Baby","He Said She Said",TRUE,"Baby, I can see us movin' like that","2007","58"
"Ashley Tisdale","Jessica","He Said She Said",TRUE,"So Jessica Alba fantastic","2007","58"
"Ashton Shepherd","Jesus","Look It Up",TRUE,"It's what Jesus has in store for you","2011","95"
"Atlanta Rhythm Section","Liberty","Free Spirit",TRUE,"Liberty","1976","85"
"Atlanta Rhythm Section","Georgia","Georgia Rhythm",FALSE,"Playin' that Georgia rhythm","1977","68"
"Atlanta Rhythm Section","Austin","Jukin",FALSE,"Outside of Austin, Texas","1976","82"
"Atlanta Rhythm Section","Dean","Jukin",TRUE,"All right, one time now, Dean","1976","82"
"Atlanta Rhythm Section","Star","Neon Nites",TRUE,"Star snuggling neon nights","1977","42"
"Atlanta Rhythm Section","Baby","Spooky",TRUE,"Baby, love is kinda crazy with a spooky little girl like you","1979","17"
"Atlantic Starr","Heaven","Masterpiece",FALSE,"Heaven is ours to take","1992","3"
"August Alsina","August","No Love",TRUE,"August","2014","69"
"Augustana","Boston","Boston",FALSE,"She said, I think I'm going to Boston","2006","34"
"Austin Mahone Featuring Pitbull","Armando","Mmm Yeah",TRUE,"Austin, man Armando acabando latinos y gringos gozando me entiendes","2014","49"
"Austin Mahone Featuring Pitbull","Austin","Mmm Yeah",TRUE,"Austin man keep doin yo thing","2014","49"
"Austin Mahone Featuring Pitbull","Jordan","Mmm Yeah",TRUE,"I told these women that it's all about the team, Jordan and Pippen man","2014","49"
"Avant","Baby","4 Minutes",TRUE,"Baby talk me I'm almost outta time","2006","52"
"Avant","Baby","Don't Take Your Love Away",TRUE,"Baby don't take your love away from me","2004","37"
"Avant","Kim","Don't Take Your Love Away",TRUE,"Now Stacy and Kim","2004","37"
"Avant","Stacy","Don't Take Your Love Away",TRUE,"Now Stacy and Kim","2004","37"
"Aventura Featuring Don Omar","Carolina","Ella Y Yo",FALSE,"Quiz·s en Isla Verde o Carolina, cuantos hoteles ensucio,","2005","97"
"Aventura Featuring Don Omar","Rico","Ella Y Yo",FALSE,"Que se iba pa' Puerto Rico a vacaciones con su amiga","2005","97"
"Average White Band","Baby","Let's Go 'Round Again",TRUE,"Baby, I'm back","1980","53"
"Avril Lavigne","Kitty","Hello Kitty",TRUE,"Come come Kitty Kitty","2014","75"
"Avril Lavigne","Mina","Hello Kitty",TRUE,"Mina sako arigato, k-k-k-kawaii","2014","75"
"Avril Lavigne","Baby","What The Hell",TRUE,"Baby, baby","2011","11"
"AZ","Paris","Sugar Hill",FALSE,"Like the House of Versailles, in Paris","1995","25"
"AZ","Thomas","Sugar Hill",FALSE,"Sex on the white sand beaches of Saint Thomas","1995","25"
"B.B. King","Baby","Ain't Nobody Home",TRUE,"Baby, ain't nobody home","1971","46"
"B.B. King","Baby","Help The Poor",TRUE,"Baby, I'm beggin' with tears in my eyes","1964","90"
"B.B. King","Lucille","I Got Some Help I Don't Need",TRUE,"Now I'm gonna play Lucille.","1972","92"
"B.B. King","Frank","Paying The Cost To Be The Boss",TRUE,"Frank Sinatra or Sammy Davis Jr.","1968","39"
"B.B. King","Lucille","Paying The Cost To Be The Boss",TRUE,"Is from my guitar that's named Lucille","1968","39"
"B.B. King","Ray","Paying The Cost To Be The Boss",TRUE,"But I can get a little Frank, Sammy, little Ray Charles","1968","39"
"B.B. King","Sammy","Paying The Cost To Be The Boss",TRUE,"Frank Sinatra or Sammy Davis Jr.","1968","39"
"B.B. King","Sam","The Jungle",TRUE,"A little more for Uncle Sam","1967","94"
"B.B. King","Baby","The Thrill Is Gone",TRUE,"Baby, it's gone away for good","1969","15"
"B.B. King","Heaven","The Woman I Love",FALSE,"Sweet like Heaven up above","1968","94"
"B.B. King","Baby","To Know You Is To Love You",TRUE,"Baby, to know you is to love you,you smile when I see your face","1973","38"
"B.B. King","Baby","Who Are You",TRUE,"Baby, what are your plans","1974","78"
"B.B. King","Lucille","Why I Sing The Blues",TRUE,"Now I'm gonna play Lucille.","1969","61"
"B.J. Thomas","Noah","Everybody's Out Of Town",TRUE,"I'm gonna send out a message to Noah","1970","26"
"B.J. Thomas","Jesus","Mighty Clouds Of Joy",TRUE,"Oh, Holy Jesus","1971","34"
"B.J. Thomas","Paul","Most Of All",FALSE,"I'm at the railroad station in St. Paul","1970","38"
"B.J. Thomas","Eve","Pass The Apple Eve",TRUE,"So pass the apple Eve","1969","97"
"B.o.B","Bobby Ray","Don't Let Me Fall",TRUE,"So here I go B.O.B, Bobby Ray","2010","67"
"B.o.B","Bob","I Am The Champion",TRUE,"Bob hit the stage now","2011","85"
"B.o.B","Bobby","I Am The Champion",TRUE,"Bobby Simmons, takes it to the hole, dunks it","2011","85"
"B.o.B","Mona Lisa","So Good",TRUE,"I'll be Da Vinci if you'll be my Mona Lisa","2012","11"
"B.o.B","Paris","So Good",FALSE,"In the middle of Paris with a Dominican broad","2012","11"
"B.o.B Featuring 2 Chainz","Ben","HeadBand",TRUE,"I am so cold, nigga like Ben &amp; Jerry","2013","53"
"B.o.B Featuring 2 Chainz","Jerry","HeadBand",TRUE,"I am so cold, nigga like Ben &amp; Jerry","2013","53"
"B.o.B Featuring 2 Chainz","Shakira","HeadBand",TRUE,"She broke it down started moving like Shakira","2013","53"
"B.o.B Featuring Andre 3000","Julius","Play The Guitar",TRUE,"Dr. J flow, you can call me Julius","2012","98"
"B.o.B Featuring Bruno Mars","Baby","Nothin' On You",TRUE,"Baby you the whole package plus you pay your taxes","2010","1"
"B.o.B Featuring Bruno Mars","Bruno","Nothin' On You",TRUE,"B-O-B and Bruno Mars","2010","1"
"B.o.B Featuring Bruno Mars","Georgia","Nothin' On You",FALSE,"Back home down in Georgia to New Orleans","2010","1"
"B.o.B Featuring Bruno Mars","London","Nothin' On You",FALSE,"I've been to London, I've been to Paris","2010","1"
"B.o.B Featuring Bruno Mars","Paris","Nothin' On You",FALSE,"I've been to London, I've been to Paris","2010","1"
"B.o.B Featuring Eminem & Haley Williams","Bobby Ray","Airplanes",TRUE,"But this is for the Decatur what's up Bobby Ray","2010","5"
"B.o.B Featuring Lil Wayne","Arnold","Strange Clouds",TRUE,"Smokin' on that strong, that Arnold Schwarzenegger","2011","7"
"B.o.B Featuring Lil Wayne","Nancy","Strange Clouds",TRUE,"And um, I'mma hit her with that pipe, call that Nancy Kerrigan","2011","7"
"B.o.B Featuring Priscilla","John","John Doe",TRUE,"John Doe, I just want the John I know","2014","69"
"B.o.B Featuring Rivers Cuomo","Aretha","Magic",TRUE,"I sing just like Aretha, so respect me like I'm Caesar","2010","10"
"B.o.B Featuring Rivers Cuomo","David","Magic",TRUE,"Even David Blaine had to go and take some classes, and","2010","10"
"B.o.B Featuring T.I. & Playboy Tre","Bentley","Bet I",FALSE,"Wit' 'em in the newest same Bentley","2010","72"
"B.o.B Featuring T.I. & Playboy Tre","Bud","Bet I",TRUE,"Bud, buzzed, bet I buzzed","2010","72"
"B.o.B Featuring T.I. & Playboy Tre","James","Bet I",TRUE,"Comin' through this thang like James in the air off the rim I hang","2010","72"
"B.o.B Featuring T.I. & Playboy Tre","Ray","Bet I",TRUE,"Bet I go, bet I bench these niggas like Ray, sit down bro","2010","72"
"B.o.B Featuring T.I. & Playboy Tre","Sidney","Bet I",FALSE,"Put it down under Australia, Sidney","2010","72"
"B.o.B Featuring T.I. & Playboy Tre","Tre","Bet I",TRUE,"Y'all don't really know Tre,","2010","72"
"B.o.B Featuring Taylor Swift","Bobby Ray","Both Of Us",TRUE,"You can say that that's what Bobby Ray wrote for us","2012","18"
"B.o.B Featuring Trey Songz","Austin","Not For Long",TRUE,"That's that mojo, Austin Powers","2015","80"
"B.o.B Featuring Trey Songz","Bobby","Not For Long",TRUE,"Bobby","2015","80"
"B.W. Stevenson","Maria","My Maria",TRUE,"My Maria don't you know I've come a long, long way","1973","9"
"B2K","Iris","Girlfriend",TRUE,"Try this, my name's Iris","2003","30"
"B2K","Kathie","Girlfriend",TRUE,"I got Regis round the world and they ain't Kathie","2003","30"
"B2K","Leo","Girlfriend",TRUE,"Form as Leo","2003","30"
"B2K","Marvin","Girlfriend",TRUE,"He get it like Marvin Gaye","2003","30"
"B2K","Mason","Girlfriend",TRUE,"She might be on the flight with Mason","2003","30"
"B2K","Regis","Girlfriend",TRUE,"I got Regis round the world and they ain't Kathie","2003","30"
"B2K","Roy","Girlfriend",TRUE,"Watching the Roy Jones fight in the third row","2003","30"
"B2K","Danny","Uh Huh",TRUE,"I'm lethal like Danny Glover","2002","37"
"B2K & P. Diddy","Baby","Bump, Bump, Bump",TRUE,"Baby we need to spend some time","2002","1"
"B2K & P. Diddy","Bonnie","Bump, Bump, Bump",TRUE,"Clyde you can be my Bonnie","2002","1"
"B2K & P. Diddy","Chris","Bump, Bump, Bump",TRUE,"I see you Chris","2002","1"
"B2K & P. Diddy","Clyde","Bump, Bump, Bump",TRUE,"Clyde you can be my Bonnie","2002","1"
"B2K & P. Diddy","Dave","Bump, Bump, Bump",TRUE,"Dave Mack you got one now baby, don't stop come on","2002","1"
"Bachman-Turner Overdrive","Baby","Let It Ride",TRUE,"Baby you want the forgivin' kind and that's just not my style","1974","23"
"Backstreet Boys","Baby","All I Have To Give",TRUE,"Baby please, I'm on my knees","1999","5"
"Backstreet Boys","Baby","Drowning",TRUE,"Baby I can't help it","2001","28"
"Backstreet Boys","Baby","I'll Never Break Your Heart",TRUE,"Baby, I know you're hurting","1998","35"
"Backstreet Boys","Baby","Incomplete",TRUE,"Baby, my baby, it's written on your face","2005","13"
"Backstreet Boys","Baby","Inconsolable",TRUE,"Baby I don't wanna waste another day","2007","86"
"Backstreet Boys","Baby","More Than That",TRUE,"Baby, he would say whatever","2001","27"
"Backstreet Boys","Baby","Quit Playing Games (With My Heart)",TRUE,"Baby, oh","1997","2"
"Backstreet Boys","Baby","Shape Of My Heart",TRUE,"Baby, please try to forgive me","2000","9"
"Bad Boy's Da Band","Barry","Bad Boy This Bad Boy That",TRUE,"When they do, I can't wait to see Barry B","2003","50"
"Bad Boy's Da Band","Don","Bad Boy This Bad Boy That",FALSE,"A Don, I mean what I say, and I say what I mean","2003","50"
"Bad Boy's Da Band","Dylan","Bad Boy This Bad Boy That",TRUE,"I'm here baby, Miami, Choppa City, Babs, Sara, Dylan, Ness","2003","50"
"Bad Boy's Da Band","Elliot","Bad Boy This Bad Boy That",TRUE,"Elliot Ness, you know I'm here to save the land","2003","50"
"Bad Boy's Da Band","Fred","Bad Boy This Bad Boy That",TRUE,"I'm Fred, you want him dead, put some bullets in his coffin","2003","50"
