"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Gilbert Arenas","University of Arizona","/players/a/arenagi01.html",1,99,2001,2,31,1999,34.9,1,1,1,1,1,6,,,,1,"great"
"Zach Randolph","Michigan State University","/players/r/randoza01.html",1,1,2001,1,19,2000,50.8,1,1,1,1,1,14,,,,1,"great"
"Eddie Griffin","Seton Hall University","/players/g/griffed01.html",0,2,2001,1,7,2000,102.5,1,1,1,1,1,2,,,1,,"good"
"Darius Miles","","/players/m/milesda01.html",0,3,2000,1,3,2000,112.9,1,1,2,1,1,5,,,1,,"good"
"Gerald Wallace","University of Alabama","/players/w/wallage01.html",1,4,2001,1,25,2000,27.6,1,1,1,1,1,9,1,,,,"allstar"
"Marcus Taylor","Michigan State University","https://www.sports-reference.com/cbb/players/marcus-taylor-1.html",1,5,2002,,,2000,,1,1,1,0,,,,,,,"draft"
"Chris Duhon","Duke University","/players/d/duhonch01.html",1,6,2004,2,38,2000,115.7,1,1,1,1,1,6,,,1,,"good"
"DeShawn Stevenson","","/players/s/stevede01.html",0,6,2000,1,23,2000,140.125,1,1,2,1,1,4,,1,,,"bad"
"Mario Austin","Mississippi State University","https://www.sports-reference.com/cbb/players/mario-austin-1.html",0,8,2003,,,2000,,1,1,1,0,,,,,,,"draft"
"Jared Jeffries","Indiana University","/players/j/jeffrja01.html",0,9,2002,1,11,2000,123.5,1,1,1,1,1,4,,1,,,"bad"
"Taliek Brown","University of Connecticut","https://www.sports-reference.com/cbb/players/taliek-brown-1.html",1,10,,,,2000,,1,1,0,,,,,,,,"college"
"Omar Cook","St. John's University","/players/c/cookom01.html",0,11,2001,2,32,2000,,1,1,1,1,1,0,,1,,,"bad"
"Andre Brown","DePaul University","/players/b/brownan01.html",0,11,,,,2000,,1,1,0,,,0,,,,,"college"
"Jerome Harper","","",0,13,,,,2000,,1,0,,,,,,,,,"highSchool"
"Alton Ford","University of Houston","/players/f/fordal02.html",0,14,2001,2,51,2000,,1,1,1,1,1,0,,1,,,"bad"
"Andre Barrett","Seton Hall University","/players/b/barrean01.html",0,15,,,,2000,,1,1,0,,,0,,,,,"college"
"Darius Rice","University of Miami","https://www.sports-reference.com/cbb/players/darius-rice-1.html",0,16,,,,2000,,1,1,0,,,,,,,,"college"
"Abdou Diame","Jacksonville State University","https://www.sports-reference.com/cbb/players/abdou-diame-1.html",0,17,,,,2000,,1,1,0,,,,,,,,"college"
"Imari Sawyer","DePaul University","https://www.sports-reference.com/cbb/players/imari-sawyer-1.html",0,18,,,,2000,,1,1,0,,,,,,,,"college"
"Cedrick Banks","University of Illinois at Chicago","https://www.sports-reference.com/cbb/players/cedrick-banks-1.html",0,19,,,,2000,,1,1,0,,,,,,,,"college"
"Rolando Howell","University of South Carolina","https://www.sports-reference.com/cbb/players/rolando-howell-1.html",0,19,,,,2000,,1,1,0,,,,,,,,"college"
"Travon Bryant","University of Missouri","https://www.sports-reference.com/cbb/players/travon-bryant-1.html",0,21,,,,2000,,1,1,0,,,,,,,,"college"
"Justin Reed","University of Mississippi","/players/r/reedju01.html",0,22,2004,2,40,2000,,1,1,1,1,1,0,,1,,,"bad"
"Chris Wilcox","University of Maryland","/players/w/wilcoch01.html",0,23,2002,1,8,2000,120.833333333333,1,1,1,1,1,3,,1,,,"bad"
"Brian Morrison","University of California, Los Angeles","https://www.sports-reference.com/cbb/players/brian-morrison-1.html",1,24,,,,2000,,1,1,0,,,,,,,,"college"
"Orien Greene","University of Louisiana at Lafayette","/players/g/greenor01.html",0,25,2005,2,53,2000,,1,1,1,1,1,0,,1,,,"bad"
"Marcus Toney-El","Seton Hall University","https://www.sports-reference.com/cbb/players/marcus-toney-el-1.html",0,26,,,,2000,,1,1,0,,,,,,,,"college"
"Glen Worley","University of Iowa","https://www.sports-reference.com/cbb/players/glen-worley-1.html",0,27,,,,2000,,1,1,0,,,,,,,,"college"
"T.J. Cummings","University of California, Los Angeles","https://www.sports-reference.com/cbb/players/tj-cummings-1.html",1,28,,,,2000,,1,1,0,,,,,,,,"college"
"Desmon Farmer","University of Southern California","/players/f/farmede01.html",1,29,,,,2000,,1,1,0,,,0,,,,,"college"
"Nick Anderson","Texas A&M University","https://www.sports-reference.com/cbb/players/nick-anderson-2.html",0,30,,,,2000,,1,1,0,,,,,,,,"college"
"Garner Meads","Brigham Young University","https://www.sports-reference.com/cbb/players/garner-meads-1.html",0,31,,,,2000,,1,1,0,,,,,,,,"college"
"Rickey Paulding","University of Missouri","https://www.sports-reference.com/cbb/players/rickey-paulding-1.html",0,32,2004,,,2000,,1,1,1,0,,,,,,,"draft"
"Adam Boone","University of Minnesota","https://www.sports-reference.com/cbb/players/adam-boone-1.html",0,33,,,,2000,,1,1,0,,,,,,,,"college"
"Mike Sweetney","Georgetown University","/players/s/sweetmi01.html",1,34,2003,1,9,2000,148.5,1,1,1,1,1,1,,1,,,"bad"
"Scott Hazelton","University of Rhode Island","https://www.sports-reference.com/cbb/players/scott-hazelton-1.html",0,35,,,,2000,,1,1,0,,,,,,,,"college"
"Cliff Hawkins","University of Kentucky","https://www.sports-reference.com/cbb/players/cliff-hawkins-1.html",1,36,,,,2000,,1,1,0,,,,,,,,"college"
"Ivan McFarlin","Oklahoma State University","/players/m/mcfariv01.html",0,36,,,,2000,,1,1,0,,,0,,,,,"college"
"Scooter Sherrill","North Carolina State University","https://www.sports-reference.com/cbb/players/scooter-sherrill-1.html",1,38,,,,2000,,1,1,0,,,,,,,,"college"
"Herve Lamizana","Rutgers University","https://www.sports-reference.com/cbb/players/herve-lamizana-1.html",0,39,,,,2000,,1,1,0,,,,,,,,"college"
"Brian Boddicker","University of Texas at Austin","https://www.sports-reference.com/cbb/players/brian-boddicker-1.html",1,40,,,,2000,,1,1,0,,,,,,,,"college"
"Jared Reiner","University of Iowa","/players/r/reineja01.html",0,41,,,,2000,,1,1,0,,,0,,,,,"college"
"Arthur Johnson","University of Missouri","https://www.sports-reference.com/cbb/players/arthur-johnson-1.html",0,43,,,,2000,,1,1,0,,,,,,,,"college"
"Terrence Crawford","Oklahoma State University","https://www.sports-reference.com/cbb/players/terrence-crawford-1.html",0,44,,,,2000,,1,1,0,,,,,,,,"college"
"Luke Whitehead","University of Louisville","https://www.sports-reference.com/cbb/players/luke-whitehead-1.html",1,44,,,,2000,,1,1,0,,,,,,,,"college"
"Michael Joiner","Florida State University","https://www.sports-reference.com/cbb/players/michael-joiner-1.html",1,44,,,,2000,,1,1,0,,,,,,,,"college"
"Eddie Starks","Iona College","https://www.sports-reference.com/cbb/players/eddie-starks-1.html",0,48,,,,2000,,1,1,0,,,,,,,,"college"
"Brandon Brooks","University of Southern California","https://www.sports-reference.com/cbb/players/brandon-brooks-4.html",1,49,,,,2000,,1,1,0,,,,,,,,"college"
"Brandon Mouton","University of Texas at Austin","https://www.sports-reference.com/cbb/players/brandon-mouton-1.html",1,50,,,,2000,,1,1,0,,,,,,,,"college"
"Brett Buscher","Purdue University","https://www.sports-reference.com/cbb/players/brett-buscher-1.html",0,51,,,,2000,,1,1,0,,,,,,,,"college"
"Mohamed Diakite","St. John's University","https://www.sports-reference.com/cbb/players/mohamed-diakite-1.html",0,52,,,,2000,,1,1,0,,,,,,,,"college"
"Romain Sato","Xavier University","https://www.sports-reference.com/cbb/players/romain-sato-1.html",0,53,2004,,,2000,,1,1,1,0,,,,,,,"draft"
"Neil Fingleton","College of the Holy Cross","https://www.sports-reference.com/cbb/players/neil-fingleton-1.html",0,54,,,,2000,,1,1,0,,,,,,,,"college"
"Kendall Dartez","University of Louisville","https://www.sports-reference.com/cbb/players/kendall-dartez-1.html",1,55,,,,2000,,1,1,0,,,,,,,,"college"
"A.J. Moye","Indiana University","https://www.sports-reference.com/cbb/players/aj-moye-1.html",0,56,,,,2000,,1,1,0,,,,,,,,"college"
"Maurice Young","St. Bonaventure University","https://www.sports-reference.com/cbb/players/maurice-young-1.html",0,57,,,,2000,,1,1,0,,,,,,,,"college"
"Jake Sullivan","Iowa State University","https://www.sports-reference.com/cbb/players/jake-sullivan-1.html",0,58,,,,2000,,1,1,0,,,,,,,,"college"
"Demetrius Smith","University of Alabama","https://www.sports-reference.com/cbb/players/demetrius-smith-1.html",1,59,,,,2000,,1,1,0,,,,,,,,"college"
"Matt Lottich","Stanford University","https://www.sports-reference.com/cbb/players/matt-lottich-1.html",0,60,,,,2000,,1,1,0,,,,,,,,"college"
"Modibo Diarra","University of Memphis","https://www.sports-reference.com/cbb/players/modibo-diarra-1.html",1,61,,,,2000,,1,1,0,,,,,,,,"college"
"Marvin Lewis","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/marvin-lewis-1.html",1,61,,,,2000,,1,1,0,,,,,,,,"college"
"Kyle Cuffe","St. John's University","https://www.sports-reference.com/cbb/players/kyle-cuffe-1.html",0,63,,,,2000,,1,1,0,,,,,,,,"college"
"Omar Weaver","","",0,64,,,,2000,,1,0,,,,,,,,,"highSchool"
"Avery Queen","University of Michigan","https://www.sports-reference.com/cbb/players/avery-queen-1.html",0,64,,,,2000,,1,1,0,,,,,,,,"college"
"James Thomas","University of Texas at Austin","/players/t/thomaja02.html",1,66,,,,2000,,1,1,0,,,0,,,,,"college"
"Bernard Robinson","University of Michigan","/players/r/robinbe01.html",0,67,2004,2,45,2000,,1,1,1,1,1,0,,1,,,"bad"
"Luke Ridnour","University of Oregon","/players/r/ridnolu01.html",0,68,2003,1,14,2000,106.6,1,1,1,1,1,8,,,1,,"good"
"Scooter McFadgon","University of Tennessee","https://www.sports-reference.com/cbb/players/scooter-mcfadgon-1.html",1,68,,,,2000,,1,1,0,,,,,,,,"college"
"JueMichael Young","Louisiana Tech University","https://www.sports-reference.com/cbb/players/jumichael-young-1.html",0,70,,,,2000,,1,1,0,,,,,,,,"college"
"Dwon Clifton","University of North Carolina at Greensboro","https://www.sports-reference.com/cbb/players/dwon-clifton-1.html",0,71,,,,2000,,1,1,0,,,,,,,,"college"
"Andrew Zahn","University of Arizona","https://www.sports-reference.com/cbb/players/andrew-zahn-1.html",1,72,,,,2000,,1,1,0,,,,,,,,"college"
"Wesley Stokes","San Diego State University","https://www.sports-reference.com/cbb/players/wesley-stokes-1.html",0,72,,,,2000,,1,1,0,,,,,,,,"college"
"Jeff McMillan","University of Southern California","https://www.sports-reference.com/cbb/players/jeff-mcmillan-1.html",1,74,,,,2000,,1,1,0,,,,,,,,"college"
"Billy Richmond","University of Memphis","https://www.sports-reference.com/cbb/players/billy-richmond-1.html",1,75,,,,2000,,1,1,0,,,,,,,,"college"
"Tony Stockman","Ohio State University","https://www.sports-reference.com/cbb/players/tony-stockman-1.html",1,76,,,,2000,,1,1,0,,,,,,,,"college"
"Liberto Tetimadingar","Fordham University","https://www.sports-reference.com/cbb/players/liberto-tetimadingar-1.html",0,77,,,,2000,,1,1,0,,,,,,,,"college"
"Nick Smith","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/nick-smith-1.html",0,77,,,,2000,,1,1,0,,,,,,,,"college"
"Johnnie Gilbert","University of Oklahoma","https://www.sports-reference.com/cbb/players/johnnie-gilbert-1.html",0,79,,,,2000,,1,1,0,,,,,,,,"college"
"Keith Triplett","University of Toledo","https://www.sports-reference.com/cbb/players/keith-triplett-1.html",0,80,,,,2000,,1,1,0,,,,,,,,"college"
"Julian Sensley","University of Hawaii","https://www.sports-reference.com/cbb/players/julian-sensley-1.html",0,81,,,,2000,,1,1,0,,,,,,,,"college"
"Derrick Snowden","Villanova University","https://www.sports-reference.com/cbb/players/derrick-snowden-1.html",1,82,,,,2000,,1,1,0,,,,,,,,"college"
"Lou Wright","University of Tennessee","https://www.sports-reference.com/cbb/players/lou-wright-1.html",1,82,,,,2000,,1,1,0,,,,,,,,"college"
"Antonio Hargrove","","",0,84,,,,2000,,1,0,,,,,,,,,"highSchool"
"Scott Merritt","Marquette University","https://www.sports-reference.com/cbb/players/scott-merritt-1.html",0,85,,,,2000,,1,1,0,,,,,,,,"college"
"Brandon Crump","University of Tennessee","https://www.sports-reference.com/cbb/players/brandon-crump-1.html",1,86,,,,2000,,1,1,0,,,,,,,,"college"
"Chris Daniels","University of Georgia","https://www.sports-reference.com/cbb/players/chris-daniels-1.html",0,87,,,,2000,,1,1,0,,,,,,,,"college"
"Taurance Johnson","Florida International University","https://www.sports-reference.com/cbb/players/taurance-johnson-1.html",0,88,,,,2000,,1,1,0,,,,,,,,"college"
"Timmy Bowers","Mississippi State University","https://www.sports-reference.com/cbb/players/timmy-bowers-1.html",0,89,,,,2000,,1,1,0,,,,,,,,"college"
"Tory Reed","University of North Carolina at Charlotte","https://www.sports-reference.com/cbb/players/tory-reed-1.html",0,90,,,,2000,,1,1,0,,,,,,,,"college"
"Dave Holmes","Manhattan College","https://www.sports-reference.com/cbb/players/dave-holmes-1.html",0,90,,,,2000,,1,1,0,,,,,,,,"college"
"Yamar Diene","Rice University","https://www.sports-reference.com/cbb/players/yamar-diene-1.html",0,92,,,,2000,,1,1,0,,,,,,,,"college"
"Maurice Searight","Grambling State University","https://www.sports-reference.com/cbb/players/maurice-searight-1.html",0,92,,,,2000,,1,1,0,,,,,,,,"college"
"Patrick Dennehy","University of New Mexico","https://www.sports-reference.com/cbb/players/patrick-dennehy-1.html",0,94,,,,2000,,1,1,0,,,,,,,,"college"
"Mike Bell","Florida Atlantic University","https://www.sports-reference.com/cbb/players/mike-bell-1.html",0,95,,,,2000,,1,1,0,,,,,,,,"college"
"Barry Thompson","Louisiana Tech University","https://www.sports-reference.com/cbb/players/barry-thompson-1.html",0,96,,,,2000,,1,1,0,,,,,,,,"college"
"Omari Westley","Cleveland State University","https://www.sports-reference.com/cbb/players/omari-westley-1.html",0,97,,,,2000,,1,1,0,,,,,,,,"college"
"Marcus Melvin","North Carolina State University","https://www.sports-reference.com/cbb/players/marcus-melvin-1.html",1,98,,,,2000,,1,1,0,,,,,,,,"college"
"Gerald Riley","Georgetown University","https://www.sports-reference.com/cbb/players/gerald-riley-1.html",1,98,,,,2000,,1,1,0,,,,,,,,"college"
"Jimmy Baxter","University of South Florida","https://www.sports-reference.com/cbb/players/jimmy-baxter-1.html",0,100,,,,2000,,1,1,0,,,,,,,,"college"
"Eddy Curry","","/players/c/curryed01.html",0,1,2001,1,4,2001,160,1,1,2,1,1,6,,1,,,"bad"
"Kelvin Torbert","Michigan State University","https://www.sports-reference.com/cbb/players/kelvin-torbert-1.html",1,2,,,,2001,,1,1,0,,,,,,,,"college"
"Dajuan Wagner","University of Memphis","/players/w/wagneda02.html",1,3,2002,1,6,2001,,1,1,1,1,1,0,,1,,,"bad"
"Tyson Chandler","","/players/c/chandty01.html",0,4,2001,1,2,2001,28.5,1,1,2,1,1,11,1,,,,"allstar"
"Ousmane Cisse","","",0,5,2001,,,2001,,1,1,2,0,,,,,,,"draft"
"Kwame Brown","","/players/b/brownkw01.html",0,6,2001,1,1,2001,141.375,1,1,2,1,1,4,,1,,,"bad"
"Julius Hodge","North Carolina State University","/players/h/hodgeju01.html",1,7,2005,1,20,2001,,1,1,1,1,1,0,,1,,,"bad"
"DeSagana Diop","","/players/d/diopde01.html",0,8,2001,1,8,2001,58,1,1,2,1,1,1,,,,1,"great"
"Rick Rickert","University of Minnesota","https://www.sports-reference.com/cbb/players/rick-rickert-1.html",0,9,2003,,,2001,,1,1,1,0,,,,,,,"draft"
"David Lee","University of Florida","/players/l/leeda02.html",1,10,2005,1,30,2001,49.9,1,1,1,1,1,8,,,,1,"great"
"Jawad Williams","University of North Carolina","/players/w/willija04.html",1,11,,,,2001,,1,1,0,,,0,,,,,"college"
"Carlos Hurt","University of Louisville","https://www.sports-reference.com/cbb/players/carlos-hurt-1.html",1,12,,,,2001,,1,1,0,,,,,,,,"college"
"David Harrison","University of Colorado","/players/h/harrida01.html",0,13,2004,1,29,2001,,1,1,1,1,1,0,,1,,,"bad"
"Jonathan Hargett","West Virginia University","https://www.sports-reference.com/cbb/players/jonathan-hargett-1.html",0,13,,,,2001,,1,1,0,,,,,,,,"college"
"Aaron Miles","University of Kansas","/players/m/milesaa01.html",1,15,,,,2001,,1,1,0,,,0,,,,,"college"
"Mo Williams","University of Alabama","/players/w/willima01.html",1,16,2003,2,47,2001,80,1,1,1,1,1,10,,,1,,"good"
"T.J. Ford","University of Texas at Austin","/players/f/fordtj01.html",1,17,2003,1,8,2001,96.1666666666667,1,1,1,1,1,3,,,1,,"good"
"Josh Childress","Stanford University","/players/c/childjo01.html",0,18,2004,1,6,2001,97,1,1,1,1,1,4,,,1,,"good"
"Cedric Bozeman","University of California, Los Angeles","/players/b/bozemce01.html",1,19,,,,2001,,1,1,0,,,0,,,,,"college"
"Wayne Simien","University of Kansas","/players/s/simiewa01.html",1,20,2005,1,29,2001,,1,1,1,1,1,0,,1,,,"bad"
"Rashaad Carruth","University of Southern Mississippi","https://www.sports-reference.com/cbb/players/rashaad-carruth-1.html",0,21,,,,2001,,1,1,0,,,,,,,,"college"
"James White","University of Cincinnati","/players/w/whiteja02.html",0,22,2006,2,31,2001,,1,1,1,1,1,0,,1,,,"bad"
"Jamal Sampson","University of California","/players/s/sampsja01.html",0,23,2002,2,47,2001,,1,1,1,1,1,0,,1,,,"bad"
"John Allen","Seton Hall University","https://www.sports-reference.com/cbb/players/john-allen-2.html",0,24,,,,2001,,1,1,0,,,,,,,,"college"
"Jackie Manuel","University of North Carolina","https://www.sports-reference.com/cbb/players/jackie-manuel-1.html",1,25,,,,2001,,1,1,0,,,,,,,,"college"
"Anthony Richardson","Florida State University","https://www.sports-reference.com/cbb/players/anthony-richardson-1.html",1,26,,,,2001,,1,1,0,,,,,,,,"college"
"JaQuan Hart","Eastern Michigan University","https://www.sports-reference.com/cbb/players/jaquan-hart-1.html",0,26,,,,2001,,1,1,0,,,,,,,,"college"
"Dijon Thompson","University of California, Los Angeles","/players/t/thompdi01.html",1,28,2005,2,54,2001,,1,1,1,1,1,0,,1,,,"bad"
"Daniel Ewing","Duke University","/players/e/ewingda01.html",1,29,2005,2,32,2001,,1,1,1,1,1,0,,1,,,"bad"
"Alan Anderson","Michigan State University","/players/a/anderal01.html",1,30,,,,2001,147,1,1,1,1,1,2,,1,,,"bad"
"Dennis Latimore","University of Notre Dame","https://www.sports-reference.com/cbb/players/dennis-latimore-1.html",0,31,,,,2001,,1,1,0,,,,,,,,"college"
"Pierre Pierce","University of Iowa","https://www.sports-reference.com/cbb/players/pierre-pierce-1.html",0,32,,,,2001,,1,1,0,,,,,,,,"college"
"Jason Maxiell","University of Cincinnati","/players/m/maxieja01.html",0,32,2005,1,26,2001,146.5,1,1,1,1,1,4,,1,,,"bad"
"Robert Whaley","Walsh University","/players/w/whalero01.html",0,34,2005,2,51,2001,,1,1,1,1,0,0,,,,,"rookie"
"Chris Thomas","University of Notre Dame","https://www.sports-reference.com/cbb/players/chris-thomas-4.html",0,34,,,,2001,,1,1,0,,,,,,,,"college"
"Billy Edelin","Syracuse University","https://www.sports-reference.com/cbb/players/billy-edelin-1.html",1,36,,,,2001,,1,1,0,,,,,,,,"college"
"Melvin Scott","University of North Carolina","https://www.sports-reference.com/cbb/players/melvin-scott-2.html",1,37,,,,2001,,1,1,0,,,,,,,,"college"
"Elton Brown","University of Virginia","https://www.sports-reference.com/cbb/players/elton-brown-1.html",0,38,,,,2001,,1,1,0,,,,,,,,"college"
"Andre Patterson","University of Tennessee","https://www.sports-reference.com/cbb/players/andre-patterson-1.html",1,39,,,,2001,,1,1,0,,,,,,,,"college"
"Travis Diener","Marquette University","/players/d/dienetr01.html",0,40,2005,2,38,2001,,1,1,1,1,1,0,,1,,,"bad"
"Ben Gordon","University of Connecticut","/players/g/gordobe01.html",1,41,2004,1,3,2001,84.3,1,1,1,1,1,9,,,1,,"good"
